Elapsed time,Direct_1,Abdomen_1,Abdomen_2,Abdomen_3,Abdomen_4,EDF Annotations
8.727,0.2,3,-4.2,0.2,1.1,0.5
8.728,-0.5,3.5,-4.8,0.4,1.6,0.5
8.729,-1.5,4,-5.3,-0.5,1.6,0.5
8.73,-2.2,4.4,-5.4,-2.1,1,0.5
8.731,-2.5,4.6,-4.9,-3.5,0,0.5
8.732,-2.1,4.5,-3.7,-4,-0.8,0.5
8.733,-1.3,4.4,-2.2,-3.5,-1.2,0.5
8.734,-0.7,4.4,-1.1,-2.3,-1.2,0.5
8.735,-0.5,4.8,-0.8,-0.9,-1,0.5
8.736,-0.7,5.5,-1.6,0.2,-0.8,0.5
8.737,-1,6.5,-2.9,1,-0.5,0.5
8.738,-0.6,7.6,-3.8,1.8,-0.2,0.5
8.739,0.4,9,-3.7,2.8,0.3,0.5
8.74,1.5,10.5,-2.2,4.3,1.3,0.5
8.741,1.8,12.2,0.5,6.1,2.8,0.5
8.742,0.8,14.2,3.9,8.1,4.7,0.5
8.743,-1.1,16.5,7.3,10.2,6.9,0.5
8.744,-2.9,19,10.3,12.3,9.1,0.5
8.745,-3.3,21.5,12.8,14.6,11,0.5
8.746,-2,23.6,14.6,16.7,12.4,0.5
8.747,0.4,25,15.8,18.3,13.2,0.5
8.748,2.5,25.3,16.3,19.1,13.8,0.5
8.749,3.3,24.4,16.1,19,14.6,0.5
8.75,2.5,22.6,15.6,18.6,15.6,0.5
8.751,0.6,20.1,14.7,18.3,17,0.5
8.752,-1.2,17.5,13.6,18.4,18.5,0.5
8.753,-2.4,15.1,12.2,18.8,19.7,0.5
8.754,-3,12.9,10.7,19.4,20.8,0.5
8.755,-3.7,10.5,9.1,19.7,21.9,0.5
8.756,-4.6,7.6,7.7,19.7,23.5,0.5
8.757,-5.7,3.8,6.7,19.4,25.7,0.5
8.758,-6.5,-0.8,6.2,19.1,28.3,0.5
8.759,-6.8,-6,6,18.6,30.8,0.5
8.76,-6.8,-11.5,5.9,17.9,32.6,0.5
8.761,-7,-17,5.5,16.7,33.601,0.5
8.762,-7.6,-22.2,4.7,15.2,34.001,0.5
8.763,-8.7,-27.2,3.5,13.7,34.301,0.5
8.764,-9.6,-31.9,2.2,12.4,34.601,0.5
8.765,-9.8,-36.401,0.7,11.4,35.001,0.5
8.766,-9.4,-40.701,-1,10.2,35.101,0.5
8.767,-9,-44.901,-2.7,8.5,34.601,0.5
8.768,-9.3,-49.001,-4.5,5.9,33.401,0.5
8.769,-10.6,-52.701,-6,2.5,31.7,0.5
8.77,-12.2,-55.901,-6.9,-1.1,29.8,0.5
8.771,-12.9,-58.301,-7.2,-4.1,27.9,0.5
8.772,-12,-60.001,-7.2,-6,26.2,0.5
8.773,-10.1,-61.001,-7.5,-6.7,24.5,0.5
8.774,-8.2,-61.701,-8.3,-6.7,22.8,0.5
8.775,-7.8,-62.001,-9.6,-6.3,21.1,0.5
8.776,-9.4,-61.901,-10.9,-5.9,19.6,0.5
8.777,-11.8,-61.001,-11.7,-5.6,18.3,0.5
8.778,-13.3,-59.001,-11.5,-5.4,16.9,0.5
8.779,-12.6,-55.701,-10.7,-5.5,15,0.5
8.78,-9.5,-51.401,-9.9,-6,11.9,0.5
8.781,-5.5,-46.501,-9.9,-6.9,7.5,0.5
8.782,-2.4,-41.501,-11,-8.4,2,0.5
8.783,-1.6,-36.601,-13.1,-10.3,-3.8,0.5
8.784,-2.7,-32,-15.4,-12.1,-9,0.5
8.785,-4.4,-27.3,-16.9,-13.5,-12.9,0.5
8.786,-5.1,-22.4,-17,-14.5,-15.6,0.5
8.787,-4,-17.5,-16,-15.2,-17.5,0.5
8.788,-1.5,-13.1,-14.5,-16.1,-19.2,0.5
8.789,1.2,-9.8,-13.6,-17.3,-21.2,0.5
8.79,3.2,-7.9,-13.8,-18.9,-23.4,0.5
8.791,3.9,-7.3,-15.3,-20.5,-25.4,0.5
8.792,3.5,-7.5,-17.4,-21.6,-26.7,0.5
8.793,2.4,-7.7,-19.2,-21.7,-27,0.5
8.794,1.4,-7.2,-20.1,-21.1,-26.4,0.5
8.795,0.4,-6,-19.8,-20.2,-25.6,0.5
8.796,-0.5,-4.2,-18.7,-19.7,-24.9,0.5
8.797,-1.7,-2.5,-17.3,-20,-25,0.5
8.798,-3,-1.3,-16.4,-21,-25.8,0.5
8.799,-4.4,-1,-16,-22.3,-26.8,0.5
8.8,-5.5,-1.2,-16.1,-22.9,-27.5,0.5
8.801,-5.8,-1.5,-16.3,-22.6,-27.5,0.5
8.802,-5.6,-1.5,-16.3,-21.3,-26.8,0.5
8.803,-5.2,-1,-16.3,-19.6,-25.6,0.5
8.804,-5.1,-0.4,-16.2,-18.2,-24.4,0.5
8.805,-5.4,-0.1,-16.4,-17.4,-23.2,0.5
8.806,-6,-0.4,-16.6,-17,-22.1,0.5
8.807,-6.2,-1.2,-16.5,-16.5,-20.9,0.5
8.808,-5.7,-2.1,-15.8,-15.4,-19.6,0.5
8.809,-4.7,-2.6,-14.3,-13.5,-18.1,0.5
8.81,-3.7,-2.5,-12.2,-11.2,-16.7,0.5
8.811,-3.8,-2,-10,-9.1,-15.6,0.5
8.812,-5.2,-1.5,-8.4,-7.4,-14.8,0.5
8.813,-7.4,-1.4,-7.4,-6.2,-14,0.5
8.814,-9.2,-1.8,-7,-5.4,-13.1,0.5
8.815,-9.4,-2.3,-6.6,-4.5,-11.9,0.5
8.816,-8.1,-2.4,-5.8,-3.5,-10.7,0.5
8.817,-6.1,-1.9,-4.5,-2.4,-9.7,0.5
8.818,-4.9,-1.1,-3,-1.5,-9.2,0.5
8.819,-5.4,-0.2,-1.8,-1.2,-9,0.5
8.82,-6.9,0.2,-1.3,-1.4,-8.9,0.5
8.821,-8.4,0.1,-1.5,-1.6,-8.5,0.5
8.822,-8.6,-0.4,-2,-1.8,-7.7,0.5
8.823,-7.1,-0.6,-2.4,-1.6,-6.7,0.5
8.824,-4.7,-0.4,-2.4,-1.1,-5.9,0.5
8.825,-2.6,0.1,-2.1,-0.7,-5.6,0.5
8.826,-1.6,0.6,-1.5,-0.6,-5.6,0.5
8.827,-1.9,0.7,-1,-0.8,-5.7,0.5
8.828,-2.6,0.6,-0.6,-1.1,-5.7,0.5
8.829,-3.2,0.3,-0.3,-1.4,-5.3,0.5
8.83,-3.8,0.3,0,-1.3,-4.7,0.5
8.831,-4.8,0.7,0.2,-0.9,-4.2,0.5
8.832,-6.4,1.4,0.3,-0.3,-4.1,0.5
8.833,-8.6,1.9,0,0.1,-4.4,0.5
8.834,-10.5,2.1,-0.5,0.2,-4.8,0.5
8.835,-11.4,1.9,-1.2,0,-4.9,0.5
8.836,-10.9,1.7,-1.5,-0.4,-4.5,0.5
8.837,-9.5,2,-1.3,-0.5,-3.5,0.5
8.838,-7.8,2.7,-0.5,0,-2.2,0.5
8.839,-6.5,3.8,0.7,0.9,-1.1,0.5
8.84,-5.5,4.8,1.8,2.1,-0.6,0.5
8.841,-4.4,5.6,2.6,3,-0.7,0.5
8.842,-3,6,3,3.5,-1.2,0.5
8.843,-1.3,6.3,3.3,3.4,-1.5,0.5
8.844,0.1,6.7,3.8,3,-1.2,0.5
8.845,0.6,7.1,4.6,2.7,-0.4,0.5
8.846,0.1,7.3,5.7,2.3,0.6,0.5
8.847,-1.2,6.7,6.7,1.9,1,0.5
8.848,-2.4,5.4,7.2,1.2,0.5,0.5
8.849,-3.3,3.6,7,0,-1,0.5
8.85,-3.8,1.8,6.2,-1.3,-2.8,0.5
8.851,-4.4,0.6,5.1,-2.4,-4.3,0.5
8.852,-5.4,0.3,3.8,-3.1,-4.9,0.5
8.853,-6.9,0.6,2.8,-3.2,-4.7,0.5
8.854,-8.6,1,2.2,-2.9,-3.9,0.5
8.855,-9.9,1.1,2.3,-2.4,-3.1,0.5
8.856,-10.2,0.9,2.9,-1.8,-2.6,0.5
8.857,-9.5,0.7,4.1,-1.2,-2.6,0.5
8.858,-7.7,0.6,5.4,-0.5,-3,0.5
8.859,-5.4,0.7,6.3,0.1,-3.7,0.5
8.86,-2.7,1,6.5,0.4,-4.5,0.5
8.861,-0.3,1,5.9,0.2,-5.1,0.5
8.862,1.4,0.6,4.6,-0.4,-5.1,0.5
8.863,1.7,0,3.2,-1.2,-4.6,0.5
8.864,0.4,-0.6,2,-2,-3.7,0.5
8.865,-2.2,-1,1.2,-2.3,-2.7,0.5
8.866,-5.2,-1.3,1,-2.1,-2,0.5
8.867,-7.3,-1.5,1.1,-1.6,-1.9,0.5
8.868,-7.6,-2,1.3,-0.8,-2.2,0.5
8.869,-6.2,-2.4,1.3,-0.1,-2.6,0.5
8.87,-4.1,-2.7,1.2,0.4,-2.7,0.5
8.871,-2.8,-2.4,1,0.8,-2.4,0.5
8.872,-3,-1.6,0.8,0.9,-2,0.5
8.873,-4.6,-0.6,0.7,0.9,-1.6,0.5
8.874,-6.7,0.2,0.7,0.5,-1.4,0.5
8.875,-8.2,0.5,0.7,0.2,-1.4,0.5
8.876,-8.4,0.4,0.5,0,-1.4,0.5
8.877,-7.7,0.2,0.2,0.2,-1.3,0.5
8.878,-6.6,0.1,-0.4,0.8,-1.3,0.5
8.879,-5.8,0.2,-1.1,1.6,-1.4,0.5
8.88,-5.6,0.3,-1.7,2.3,-1.8,0.5
8.881,-5.6,0.1,-2.2,2.5,-2.5,0.5
8.882,-5.5,-0.6,-2.4,2.4,-3.2,0.5
8.883,-5.3,-1.5,-2.5,1.9,-3.7,0.5
8.884,-5,-2.3,-2.6,1.4,-3.7,0.5
8.885,-4.8,-2.8,-2.8,1,-3.4,0.5
8.886,-4.5,-2.9,-3.2,0.8,-2.9,0.5
8.887,-4.1,-2.8,-3.8,0.7,-2.5,0.5
8.888,-3.6,-2.7,-4.5,0.4,-2.3,0.5
8.889,-3.3,-2.8,-5.4,0.3,-2,0.5
8.89,-3.6,-2.9,-6.4,0.4,-1.6,0.5
8.891,-4.8,-2.9,-7.5,1,-0.9,0.5
8.892,-6.6,-2.5,-8.4,2.3,0.1,0.5
8.893,-8.4,-1.8,-8.8,3.8,1.2,0.5
8.894,-9.5,-1,-8.6,5,2,0.5
8.895,-9.5,-0.3,-7.7,5.3,2.6,0.5
8.896,-8.7,0,-6.2,4.5,3,0.5
8.897,-7.8,0.1,-4.6,3.1,3.2,0.5
8.898,-7.1,-0.1,-3.2,1.8,3.4,0.5
8.899,-7.1,-0.3,-2.2,1.1,3.6,0.5
8.9,-7.3,-0.6,-1.5,1.5,3.8,0.5
8.901,-7.4,-0.9,-1.2,2.7,3.9,0.5
8.902,-7,-1,-0.8,4.2,4,0.5
8.903,-6.3,-1,-0.3,5.4,4.2,0.5
8.904,-5.5,-0.7,0.4,5.8,4.5,0.5
8.905,-5,-0.2,1.1,5.5,5,0.5
8.906,-5.1,0.5,1.8,4.8,5.4,0.5
8.907,-5.6,1,2,4,5.5,0.5
8.908,-6.1,1,1.9,3.2,5.4,0.5
8.909,-6.3,0.6,1.5,2.6,5.1,0.5
8.91,-5.9,-0.1,0.9,2.1,4.8,0.5
8.911,-5.2,-1,0.5,1.6,4.7,0.5
8.912,-4.4,-1.6,0.3,1.1,4.8,0.5
8.913,-3.8,-2,0.3,0.8,5.1,0.5
8.914,-3.6,-2,0.1,0.6,5.1,0.5
8.915,-3.8,-2,-0.5,0.6,4.9,0.5
8.916,-4.1,-2.2,-1.5,0.7,4.5,0.5
8.917,-4,-2.7,-2.7,0.9,4.1,0.5
8.918,-3.4,-3.5,-3.9,1.4,3.9,0.5
8.919,-2,-4.3,-4.6,2.1,4.1,0.5
8.92,-0.1,-4.9,-4.7,3,4.8,0.5
8.921,2,-5.1,-4.4,4,5.7,0.5
8.922,4,-4.9,-4,4.9,6.7,0.5
8.923,5.4,-4.4,-3.8,5.6,7.7,0.5
8.924,6.3,-3.9,-3.9,6,8.5,0.5
8.925,6.6,-3.6,-4.1,6.2,9.2,0.5
8.926,6.6,-3.4,-4.1,6.2,9.6,0.5
8.927,6.4,-3.3,-4.1,5.9,9.6,0.5
8.928,5.9,-3.3,-4.1,5.3,9.1,0.5
8.929,5.3,-3.2,-4.2,4.5,8.4,0.5
8.93,4.4,-3.3,-4.6,3.5,7.8,0.5
8.931,3.3,-3.4,-5.1,2.6,7.5,0.5
8.932,1.8,-3.8,-5.3,1.9,7.7,0.5
8.933,0.1,-4.2,-5,1.7,8.3,0.5
8.934,-1.5,-4.5,-4.2,2.3,9,0.5
8.935,-2.3,-4.2,-3.2,3.6,9.5,0.5
8.936,-1.7,-3.5,-2.2,5.2,9.8,0.5
8.937,0.1,-2.3,-1.5,6.6,9.7,0.5
8.938,2.7,-1,-1.1,7.6,9.6,0.5
8.939,4.9,0.1,-0.9,7.8,9.5,0.5
8.94,5.4,0.6,-0.9,7.5,9.7,0.5
8.941,4.1,0.7,-0.8,7.1,10,0.5
8.942,1.3,0.5,-0.7,7,10.3,0.5
8.943,-1.7,0.1,-1,7,10.5,0.5
8.944,-3.9,-0.4,-1.6,6.9,10.4,0.5
8.945,-5,-1.3,-2.8,6.3,10,0.5
8.946,-5.3,-2.6,-4.4,5,9.3,0.5
8.947,-5.5,-4.3,-6.1,3.3,8.5,0.5
8.948,-6.3,-6.1,-7.6,1.7,7.7,0.5
8.949,-7.5,-7.3,-8.5,0.7,7,0.5
8.95,-8.9,-7.7,-8.7,0.5,6.3,0.5
8.951,-10,-7.4,-8.6,0.8,5.6,0.5
8.952,-10.4,-6.7,-8.4,1,4.6,0.5
8.953,-10.1,-6.5,-8.4,0.8,3.4,0.5
8.954,-9,-7.2,-8.7,0.2,2.3,0.5
8.955,-7.4,-8.6,-9.2,-0.5,1.6,0.5
8.956,-5.7,-10.3,-9.2,-0.6,1.7,0.5
8.957,-4.7,-11.5,-8.6,-0.1,2.4,0.5
8.958,-5.2,-11.7,-7.3,0.9,3.5,0.5
8.959,-7.3,-11.1,-5.6,2.1,4.4,0.5
8.96,-10.6,-10.2,-4.2,3,4.7,0.5
8.961,-13.8,-9.7,-3.5,3.3,4.4,0.5
8.962,-15.6,-10,-3.9,3,3.9,0.5
8.963,-15.4,-11,-4.9,2.6,3.6,0.5
8.964,-13.4,-12.3,-6.1,2.1,3.8,0.5
8.965,-10.6,-13.5,-7,1.9,4.5,0.5
8.966,-8.3,-14.2,-7.6,1.8,5.3,0.5
8.967,-7.3,-14.5,-7.9,1.9,5.8,0.5
8.968,-7.6,-14.8,-8.3,1.7,5.9,0.5
8.969,-8.5,-15.4,-8.7,1.2,5.5,0.5
8.97,-9.2,-16.2,-9,0.4,5.1,0.5
8.971,-9.2,-17.1,-9,-0.5,4.9,0.5
8.972,-8.8,-17.8,-8.5,-1.3,5,0.5
8.973,-8.8,-18.2,-7.8,-1.3,5.4,0.5
8.974,-10.1,-18.3,-7.3,-0.6,5.9,0.5
8.975,-12.7,-18.2,-7.1,0.7,6.3,0.5
8.976,-15.7,-18.3,-7.3,2.2,6.9,0.5
8.977,-17.4,-18.3,-7.6,3.3,7.4,0.5
8.978,-16.7,-18.3,-7.7,3.8,8,0.5
8.979,-13.6,-18.2,-7.5,3.7,8.4,0.5
8.98,-9.7,-17.9,-7,3.3,8.6,0.5
8.981,-7.3,-17.7,-6.3,2.9,8.7,0.5
8.982,-7.7,-17.6,-5.8,2.9,8.6,0.5
8.983,-10.5,-17.7,-5.3,3,8.5,0.5
8.984,-13.8,-17.9,-4.8,3,8.4,0.5
8.985,-15.3,-18.2,-4.1,2.6,8.3,0.5
8.986,-14.2,-18.7,-3.3,2,8.2,0.5
8.987,-11.2,-19.3,-2.6,1.4,8,0.5
8.988,-8,-20,-2.1,1.1,8,0.5
8.989,-6.1,-20.6,-1.9,1.2,8,0.5
8.99,-5.8,-20.9,-2,1.5,8.2,0.5
8.991,-6.3,-20.8,-2.2,1.6,8.4,0.5
8.992,-7,-20.4,-2.2,1.4,8.4,0.5
8.993,-7.4,-19.9,-2.2,1.1,8.4,0.5
8.994,-7.9,-19.5,-2,1,8.3,0.5
8.995,-8.7,-19.2,-1.9,1.3,8.3,0.5
8.996,-9.5,-19.2,-1.9,2,8.4,0.5
8.997,-9.4,-19.4,-2.1,2.8,8.5,0.5
8.998,-7.9,-19.7,-2.4,3.4,8.6,0.5
8.999,-5.6,-20.2,-2.7,3.5,8.6,0.5
9,-3.8,-20.7,-2.9,3,8.4,0.5
9.001,-3.9,-21.1,-2.9,2.3,8,0.5
9.002,-6.3,-21.4,-2.8,1.7,7.7,0.5
9.003,-10,-21.4,-2.8,1.5,7.7,0.5
9.004,-13.3,-21.3,-3.2,1.8,7.8,0.5
9.005,-14.9,-21.2,-4,2.4,8.2,0.5
9.006,-14.6,-21,-5.1,3.3,8.7,0.5
9.007,-13.3,-20.8,-6.2,4,9.1,0.5
9.008,-12,-20.5,-7.3,4.4,9.1,0.5
9.009,-11.4,-20.2,-8.2,4.3,8.6,0.5
9.01,-11.5,-19.9,-9,3.8,7.8,0.5
9.011,-11.7,-19.8,-9.8,3,7,0.5
9.012,-12,-20,-10.2,2.2,6.7,0.5
9.013,-12.2,-20.5,-10.1,1.9,7.1,0.5
9.014,-12.5,-20.8,-9.4,2.2,8.2,0.5
9.015,-12.9,-20.6,-8.3,3.2,9.4,0.5
9.016,-12.9,-19.8,-7.3,4.3,10.1,0.5
9.017,-12.3,-18.4,-7.1,5.1,10.1,0.5
9.018,-11,-17,-7.8,5.2,9.4,0.5
9.019,-9.8,-16,-9.2,4.7,8.6,0.5
9.02,-9.3,-15.5,-10.4,4.2,8.4,0.5
9.021,-9.9,-15.2,-10.7,4.2,9.1,0.5
9.022,-11.1,-14.7,-9.8,4.9,10.6,0.5
9.023,-11.9,-13.6,-8.1,6.2,12,0.5
9.024,-11.5,-12.2,-6.4,7.2,12.7,0.5
9.025,-9.9,-10.9,-5.5,7.4,12.3,0.5
9.026,-7.6,-10.2,-5.8,6.6,10.9,0.5
9.027,-5.8,-10.4,-7.1,5.1,9.3,0.5
9.028,-5.6,-11.1,-8.8,3.6,8.1,0.5
9.029,-7,-11.8,-10,2.9,8,0.5
9.03,-9.1,-11.7,-10,3.4,9,0.5
9.031,-10.9,-10.4,-8.6,4.9,10.6,0.5
9.032,-11.2,-8.2,-6.3,6.9,12.1,0.5
9.033,-10,-5.8,-3.8,8.8,13.2,0.5
9.034,-7.8,-3.9,-2,9.8,13.5,0.5
9.035,-5.7,-3,-1.4,9.9,13.1,0.5
9.036,-4.6,-2.7,-1.8,9.3,12.4,0.5
9.037,-4.9,-2.8,-2.9,8.5,11.8,0.5
9.038,-6.1,-2.5,-3.7,7.9,11.4,0.5
9.039,-7.8,-1.7,-3.9,7.7,11.2,0.5
9.04,-9.1,-0.8,-3.4,7.8,10.8,0.5
9.041,-9.4,-0.4,-2.9,7.7,9.8,0.5
9.042,-8.7,-0.9,-3,6.8,7.9,0.5
9.043,-7.2,-2.5,-4,5.2,5.2,0.5
9.044,-5.4,-4.5,-5.9,3.1,2.2,0.5
9.045,-4.2,-6.4,-8,1.4,-0.1,0.5
9.046,-4.4,-7.3,-9.7,0.5,-1.3,0.5
9.047,-6.2,-7.1,-10.4,0.7,-1.1,0.5
9.048,-9.4,-6.1,-10,1.7,0.2,0.5
9.049,-13,-4.8,-8.5,2.6,1.6,0.5
9.05,-15.4,-3.7,-6.7,2.9,2.4,0.5
9.051,-15.5,-3,-5,2.4,2.3,0.5
9.052,-12.8,-2.7,-3.9,1.5,1.7,0.5
9.053,-8.1,-2.6,-3.5,0.7,1.1,0.5
9.054,-2.7,-2.4,-3.6,0.6,1.2,0.5
9.055,2,-2.2,-3.5,1.2,2.3,0.5
9.056,5.2,-1.9,-2.9,2.3,4.1,0.5
9.057,7.3,-1.4,-1.6,3.8,6.5,0.5
9.058,9.7,-0.5,0.5,5.5,9.3,0.5
9.059,13.7,1.1,3.2,7.8,12.6,0.5
9.06,20.4,3.6,6.2,10.8,16.9,0.5
9.061,29.6,6.9,9.3,14.4,22.1,0.5
9.062,40.301,10.7,12.2,18.2,27.6,0.5
9.063,50.801,14.2,14.5,21.3,32.2,0.5
9.064,59.301,16.9,15.7,23.2,34.701,0.5
9.065,64.901,18.3,15.3,23.6,34.301,0.5
9.066,67.301,18.2,13.2,22.6,31.4,0.5
9.067,67.001,17,9.7,20.8,26.9,0.5
9.068,64.801,15.1,5.4,18.4,22,0.5
9.069,61.101,12.7,1,15.6,17.4,0.5
9.07,55.601,10.3,-3,12.6,13.1,0.5
9.071,47.401,8,-6.6,9.2,8.6,0.5
9.072,35.801,5.7,-10.1,5.6,3.3,0.5
9.073,20.9,3.6,-13.5,2.2,-2.7,0.5
9.074,4.1,1.4,-16.9,-0.7,-8.7,0.5
9.075,-12.6,-0.5,-20,-2.6,-13.5,0.5
9.076,-27,-2.1,-22.4,-3.6,-16.5,0.5
9.077,-38.201,-3.2,-23.8,-4,-17.7,0.5
9.078,-46.501,-3.7,-24.4,-4.1,-17.6,0.5
9.079,-53.201,-3.8,-24.5,-4.2,-17,0.5
9.08,-59.101,-3.6,-24.5,-4.1,-16.5,0.5
9.081,-63.801,-3.3,-24.5,-3.6,-16.1,0.5
9.082,-65.701,-2.8,-24.4,-2.7,-15.4,0.5
9.083,-63.301,-2.4,-23.9,-1.2,-14,0.5
9.084,-56.401,-1.8,-22.8,0.4,-11.8,0.5
9.085,-46.501,-1.2,-21.2,1.8,-9.3,0.5
9.086,-36.401,-0.3,-19.5,2.7,-7.1,0.5
9.087,-28.4,0.6,-18,2.9,-5.7,0.5
9.088,-23.8,1.7,-16.8,2.7,-5.1,0.5
9.089,-21.9,2.8,-16,2.5,-5,0.5
9.09,-21.1,3.9,-15.3,2.5,-4.8,0.5
9.091,-19.6,4.9,-14.7,2.9,-4.2,0.5
9.092,-16.8,5.5,-14.3,3.5,-3.3,0.5
9.093,-12.8,5.7,-14.1,4.2,-2.3,0.5
9.094,-8.7,5.6,-14,4.9,-1.7,0.5
9.095,-5.7,5.4,-13.8,5.4,-1.5,0.5
9.096,-4.7,5.4,-13.4,5.7,-1.8,0.5
9.097,-5.9,5.5,-12.5,5.6,-2.4,0.5
9.098,-8.7,5.7,-11.5,5,-3.1,0.5
9.099,-11.8,5.6,-10.7,4.2,-3.6,0.5
9.1,-13.8,5.2,-10.5,3.2,-4,0.5
9.101,-13.9,4.5,-10.9,2.5,-4.2,0.5
9.102,-12.2,3.9,-11.6,2.2,-4.1,0.5
9.103,-9.7,3.5,-12.3,2.4,-3.9,0.5
9.104,-7.8,3.6,-12.6,2.8,-3.7,0.5
9.105,-7.2,3.9,-12.5,3.2,-3.6,0.5
9.106,-8,4.3,-12.4,3.5,-3.7,0.5
9.107,-9.4,4.6,-12.3,3.8,-3.7,0.5
9.108,-10.5,4.9,-12.4,4.1,-3.4,0.5
9.109,-10.7,5.1,-12.6,4.5,-2.9,0.5
9.11,-10.1,5.5,-12.6,4.8,-2.3,0.5
9.111,-9.1,5.8,-12.5,4.9,-1.9,0.5
9.112,-8.2,6,-12.4,4.6,-1.9,0.5
9.113,-7.2,5.8,-12.7,4.2,-2.6,0.5
9.114,-6.4,5.4,-13.4,4,-3.5,0.5
9.115,-5.9,5,-14.4,4.4,-4.3,0.5
9.116,-6.1,4.8,-15.6,5.4,-4.6,0.5
9.117,-7.2,5.2,-16.7,6.7,-4.3,0.5
9.118,-9.1,6.1,-17.7,7.7,-3.6,0.5
9.119,-10.9,7.2,-18.5,8.1,-2.8,0.5
9.12,-11.6,8.2,-19.2,7.7,-2.1,0.5
9.121,-10.6,8.8,-19.7,6.8,-1.4,0.5
9.122,-8.4,8.9,-19.7,5.9,-0.7,0.5
9.123,-6,8.6,-19.2,5.4,0,0.5
9.124,-4.8,8.3,-18.2,5.5,0.5,0.5
9.125,-5.4,8,-17.1,5.9,0.6,0.5
9.126,-7.7,7.8,-16.3,6.3,0.4,0.5
9.127,-10.5,7.6,-16.1,6.4,-0.2,0.5
9.128,-12.7,7.3,-16.2,6,-0.8,0.5
9.129,-13.6,6.8,-16.5,5.4,-1.3,0.5
9.13,-13.4,6.2,-16.6,4.7,-1.5,0.5
9.131,-12.5,5.8,-16.2,4.1,-1.6,0.5
9.132,-11.6,5.6,-15.5,3.8,-1.6,0.5
9.133,-10.7,5.5,-14.6,3.5,-1.9,0.5
9.134,-9.6,5.6,-13.9,3.2,-2.3,0.5
9.135,-8.3,5.6,-13.5,2.9,-2.7,0.5
9.136,-7.1,5.4,-13,2.7,-2.9,0.5
9.137,-6.7,5.2,-12.3,2.7,-2.5,0.5
9.138,-7.5,5.3,-11.1,3.1,-1.6,0.5
9.139,-9.5,5.8,-9.4,4,-0.3,0.5
9.14,-11.6,6.7,-7.5,5,1,0.5
9.141,-12.5,7.8,-5.9,5.8,2,0.5
9.142,-11.6,8.9,-5,5.9,2.2,0.5
9.143,-9.3,9.5,-4.8,5.1,1.7,0.5
9.144,-6.8,9.4,-5.3,3.7,0.6,0.5
9.145,-5.5,8.7,-6,2.1,-0.5,0.5
9.146,-6.1,7.6,-6.6,0.8,-1.1,0.5
9.147,-7.9,6.4,-6.9,0.1,-1.1,0.5
9.148,-9.7,5.4,-7,0.2,-1,0.5
9.149,-10.5,4.7,-7.3,0.6,-1.2,0.5
9.15,-10.3,4,-7.8,0.8,-2,0.5
9.151,-9.6,3.4,-8.7,0.8,-3.3,0.5
9.152,-9.1,2.8,-9.8,0.5,-4.4,0.5
9.153,-9,2.4,-10.6,0.3,-4.7,0.5
9.154,-8.8,2.6,-10.8,0.6,-4,0.5
9.155,-8.1,3.3,-10.5,1.4,-2.9,0.5
9.156,-6.8,4.5,-9.8,2.1,-2.1,0.5
9.157,-5.8,5.6,-9.3,2.3,-2.4,0.5
9.158,-6,6.2,-9.2,1.8,-3.7,0.5
9.159,-7.7,6.1,-9.4,0.5,-5.4,0.5
9.16,-10.2,5.4,-9.6,-0.8,-6.4,0.5
9.161,-12.5,4.6,-9.1,-1.7,-6.4,0.5
9.162,-13.6,4.3,-7.8,-1.9,-5.4,0.5
9.163,-13.7,4.6,-6,-1.6,-4.3,0.5
9.164,-13.4,5.3,-4.4,-1.2,-3.8,0.5
9.165,-13.6,5.8,-3.5,-1.1,-4,0.5
9.166,-14.4,5.9,-3.8,-1.1,-4.7,0.5
9.167,-15,5.4,-4.8,-1.1,-5.3,0.5
9.168,-14.5,4.6,-6,-0.8,-5.3,0.5
9.169,-12.7,3.8,-6.7,-0.3,-4.9,0.5
9.17,-10.3,3.2,-6.8,0.2,-4.5,0.5
9.171,-8.7,3,-6.4,0.5,-4.3,0.5
9.172,-8.7,3,-6.1,0.7,-4.4,0.5
9.173,-10.1,3.3,-6.2,1,-4.5,0.5
9.174,-11.6,3.7,-6.7,1.5,-4.2,0.5
9.175,-11.8,4.1,-7.5,2.2,-3.6,0.5
9.176,-10.2,4.3,-8,2.5,-3,0.5
9.177,-7.8,4,-8,2.4,-2.5,0.5
9.178,-6.2,3.5,-7.2,1.6,-2.4,0.5
9.179,-6.6,3,-5.8,0.5,-2.3,0.5
9.18,-9,3,-4.1,-0.3,-1.9,0.5
9.181,-12.3,3.5,-2.5,-0.6,-1.2,0.5
9.182,-14.9,4.5,-1.4,-0.5,-0.3,0.5
9.183,-15.4,5.5,-1,-0.4,0.3,0.5
9.184,-14,6.1,-1.1,-0.6,0.1,0.5
9.185,-11.3,6,-1.5,-1.2,-0.8,0.5
9.186,-8.7,5.5,-2.1,-1.6,-1.8,0.5
9.187,-7,5,-2.6,-1.6,-2.3,0.5
9.188,-6.6,5,-3.2,-0.9,-2.1,0.5
9.189,-7.4,5.5,-3.9,0.1,-1.1,0.5
9.19,-9,6.3,-4.8,1.1,0.2,0.5
9.191,-10.7,6.9,-5.6,1.8,1.2,0.5
9.192,-11.7,7.1,-6.4,2.2,1.7,0.5
